assetId,sourceCategory,displayCategory,displayName,thumbnailFilename,runtimeFilename,runtimeBytes,triangleCount,materialCount,textureCount,maxTextureDimension,runtimePolicyStatus
electronics_031,electronics,Decor,Electronics 31,thumbnails/electronics_031.webp,runtime-assets/electronics_031.glb,234244,500,5,4,512,PASS
dresser_022,dresser,Storage,Dresser 22,thumbnails/dresser_022.webp,runtime-assets/dresser_022.glb,234512,458,3,3,512,PASS
chair_034,chair,Seating,Chair 34,thumbnails/chair_034.webp,runtime-assets/chair_034.glb,234820,604,3,3,512,PASS
dresser_084,dresser,Storage,Dresser 84,thumbnails/dresser_084.webp,runtime-assets/dresser_084.glb,235048,610,3,3,512,PASS
cupboard_059,cupboard,Storage,Cupboard 59,thumbnails/cupboard_059.webp,runtime-assets/cupboard_059.glb,235464,154,2,3,512,PASS
prop_113,prop,Decor,Prop 113,thumbnails/prop_113.webp,runtime-assets/prop_113.glb,235524,288,1,2,512,PASS
electronics_030,electronics,Decor,Electronics 30,thumbnails/electronics_030.webp,runtime-assets/electronics_030.glb,236324,820,5,3,512,PASS
chair_035,chair,Seating,Chair 35,thumbnails/chair_035.webp,runtime-assets/chair_035.glb,236628,324,2,3,512,PASS
dresser_001,dresser,Storage,Dresser 1,thumbnails/dresser_001.webp,runtime-assets/dresser_001.glb,236988,272,1,2,512,PASS
prop_083,prop,Decor,Prop 83,thumbnails/prop_083.webp,runtime-assets/prop_083.glb,237448,296,2,3,512,PASS
chair_030,chair,Seating,Chair 30,thumbnails/chair_030.webp,runtime-assets/chair_030.glb,237648,740,2,3,512,PASS
sofa_070,sofa,Seating,Sofa 70,thumbnails/sofa_070.webp,runtime-assets/sofa_070.glb,238620,238,2,3,512,PASS
dresser_012,dresser,Storage,Dresser 12,thumbnails/dresser_012.webp,runtime-assets/dresser_012.glb,238660,824,2,3,512,PASS
prop_115,prop,Decor,Prop 115,thumbnails/prop_115.webp,runtime-assets/prop_115.glb,238812,594,4,3,512,PASS
coffee_table_068,coffee,Tables,Coffee Table 68,thumbnails/coffee_table_068.webp,runtime-assets/coffee_table_068.glb,238824,436,1,2,512,PASS
ladder_023,ladder,Decor,Ladder 23,thumbnails/ladder_023.webp,runtime-assets/ladder_023.glb,239744,198,1,2,512,PASS
entertainment_044,entertainment,Storage,Entertainment 44,thumbnails/entertainment_044.webp,runtime-assets/entertainment_044.glb,240268,866,4,3,512,PASS
entertainment_038,entertainment,Storage,Entertainment 38,thumbnails/entertainment_038.webp,runtime-assets/entertainment_038.glb,240712,582,4,3,512,PASS
entertainment_047,entertainment,Storage,Entertainment 47,thumbnails/entertainment_047.webp,runtime-assets/entertainment_047.glb,241820,210,4,3,512,PASS
entertainment_042,entertainment,Storage,Entertainment 42,thumbnails/entertainment_042.webp,runtime-assets/entertainment_042.glb,242400,328,2,3,512,PASS
chair_040,chair,Seating,Chair 40,thumbnails/chair_040.webp,runtime-assets/chair_040.glb,242416,382,3,3,512,PASS
shelf_056,shelf,Storage,Shelf 56,thumbnails/shelf_056.webp,runtime-assets/shelf_056.glb,243912,648,2,3,512,PASS
dresser_014,dresser,Storage,Dresser 14,thumbnails/dresser_014.webp,runtime-assets/dresser_014.glb,244160,610,3,3,512,PASS
sofa_035,sofa,Seating,Sofa 35,thumbnails/sofa_035.webp,runtime-assets/sofa_035.glb,246812,326,2,3,512,PASS
dresser_016,dresser,Storage,Dresser 16,thumbnails/dresser_016.webp,runtime-assets/dresser_016.glb,247020,420,2,3,512,PASS
shelf_070,shelf,Storage,Shelf 70,thumbnails/shelf_070.webp,runtime-assets/shelf_070.glb,247120,732,1,2,512,PASS
training_015,training,Decor,Training 15,thumbnails/training_015.webp,runtime-assets/training_015.glb,247420,426,3,3,512,PASS
entertainment_046,entertainment,Storage,Entertainment 46,thumbnails/entertainment_046.webp,runtime-assets/entertainment_046.glb,247692,338,4,3,512,PASS
chair_162,chair,Seating,Chair 162,thumbnails/chair_162.webp,runtime-assets/chair_162.glb,250700,704,1,2,512,PASS
flower_047,flower,Plants,Flower 47,thumbnails/flower_047.webp,runtime-assets/flower_047.glb,253536,1181,2,3,512,PASS
flower_054,flower,Plants,Flower 54,thumbnails/flower_054.webp,runtime-assets/flower_054.glb,255524,1203,3,3,512,PASS
cupboard_006,cupboard,Storage,Cupboard 6,thumbnails/cupboard_006.webp,runtime-assets/cupboard_006.glb,255780,582,2,3,512,PASS
coffee_table_033,coffee,Tables,Coffee Table 33,thumbnails/coffee_table_033.webp,runtime-assets/coffee_table_033.glb,256212,968,2,3,512,PASS
chair_028,chair,Seating,Chair 28,thumbnails/chair_028.webp,runtime-assets/chair_028.glb,256220,704,1,2,512,PASS
sofa_033,sofa,Seating,Sofa 33,thumbnails/sofa_033.webp,runtime-assets/sofa_033.glb,257192,1080,1,2,512,PASS
cupboard_020,cupboard,Storage,Cupboard 20,thumbnails/cupboard_020.webp,runtime-assets/cupboard_020.glb,257968,824,1,2,512,PASS
flower_045,flower,Plants,Flower 45,thumbnails/flower_045.webp,runtime-assets/flower_045.glb,258264,1351,2,3,512,PASS
coffee_table_034,coffee,Tables,Coffee Table 34,thumbnails/coffee_table_034.webp,runtime-assets/coffee_table_034.glb,263768,98,3,4,512,PASS
sofa_027,sofa,Seating,Sofa 27,thumbnails/sofa_027.webp,runtime-assets/sofa_027.glb,264896,630,3,3,512,PASS
chair_032,chair,Seating,Chair 32,thumbnails/chair_032.webp,runtime-assets/chair_032.glb,277008,2684,3,3,512,PASS
shelf_072,shelf,Storage,Shelf 72,thumbnails/shelf_072.webp,runtime-assets/shelf_072.glb,282644,1216,2,3,512,PASS
work_table_007,work,Tables,Work Table 7,thumbnails/work_table_007.webp,runtime-assets/work_table_007.glb,295412,344,3,4,512,PASS
dresser_023,dresser,Storage,Dresser 23,thumbnails/dresser_023.webp,runtime-assets/dresser_023.glb,298376,378,4,4,512,PASS
work_table_006,work,Tables,Work Table 6,thumbnails/work_table_006.webp,runtime-assets/work_table_006.glb,304480,344,3,4,512,PASS
cupboard_013,cupboard,Storage,Cupboard 13,thumbnails/cupboard_013.webp,runtime-assets/cupboard_013.glb,306992,36,3,4,512,PASS
cupboard_002,cupboard,Storage,Cupboard 2,thumbnails/cupboard_002.webp,runtime-assets/cupboard_002.glb,307496,106,3,4,512,PASS
sofa_096,sofa,Seating,Sofa 96,thumbnails/sofa_096.webp,runtime-assets/sofa_096.glb,308668,2253,2,3,512,PASS
lamp_047,lamp,Lighting,Lamp 47,thumbnails/lamp_047.webp,runtime-assets/lamp_047.glb,313660,142,3,4,512,PASS
work_table_008,work,Tables,Work Table 8,thumbnails/work_table_008.webp,runtime-assets/work_table_008.glb,319548,342,3,4,512,PASS
chair_031,chair,Seating,Chair 31,thumbnails/chair_031.webp,runtime-assets/chair_031.glb,330176,654,3,4,512,PASS
chair_029,chair,Seating,Chair 29,thumbnails/chair_029.webp,runtime-assets/chair_029.glb,332244,316,2,3,512,PASS
dresser_017,dresser,Storage,Dresser 17,thumbnails/dresser_017.webp,runtime-assets/dresser_017.glb,337364,112,3,5,512,PASS
shelf_058,shelf,Storage,Shelf 58,thumbnails/shelf_058.webp,runtime-assets/shelf_058.glb,338388,288,2,4,512,PASS
dresser_025,dresser,Storage,Dresser 25,thumbnails/dresser_025.webp,runtime-assets/dresser_025.glb,341828,216,3,5,512,PASS
sofa_039,sofa,Seating,Sofa 39,thumbnails/sofa_039.webp,runtime-assets/sofa_039.glb,368144,1192,3,3,512,PASS
work_table_011,work,Tables,Work Table 11,thumbnails/work_table_011.webp,runtime-assets/work_table_011.glb,376632,342,4,5,512,PASS
coffee_table_035,coffee,Tables,Coffee Table 35,thumbnails/coffee_table_035.webp,runtime-assets/coffee_table_035.glb,384052,464,3,5,512,PASS
entertainment_036,entertainment,Storage,Entertainment 36,thumbnails/entertainment_036.webp,runtime-assets/entertainment_036.glb,416748,7046,3,2,512,PASS
cupboard_010,cupboard,Storage,Cupboard 10,thumbnails/cupboard_010.webp,runtime-assets/cupboard_010.glb,424072,306,4,6,512,PASS
dresser_002,dresser,Storage,Dresser 2,thumbnails/dresser_002.webp,runtime-assets/dresser_002.glb,428704,360,3,5,512,PASS
dresser_015,dresser,Storage,Dresser 15,thumbnails/dresser_015.webp,runtime-assets/dresser_015.glb,440400,168,3,5,512,PASS
cupboard_011,cupboard,Storage,Cupboard 11,thumbnails/cupboard_011.webp,runtime-assets/cupboard_011.glb,441060,126,3,5,512,PASS
cupboard_012,cupboard,Storage,Cupboard 12,thumbnails/cupboard_012.webp,runtime-assets/cupboard_012.glb,445064,216,3,5,512,PASS
prop_082,prop,Decor,Prop 82,thumbnails/prop_082.webp,runtime-assets/prop_082.glb,445728,580,2,4,512,PASS
shelf_069,shelf,Storage,Shelf 69,thumbnails/shelf_069.webp,runtime-assets/shelf_069.glb,446352,232,3,5,512,PASS
chair_047,chair,Seating,Chair 47,thumbnails/chair_047.webp,runtime-assets/chair_047.glb,484592,520,3,5,512,PASS
sofa_034,sofa,Seating,Sofa 34,thumbnails/sofa_034.webp,runtime-assets/sofa_034.glb,505604,1243,3,5,512,PASS
cupboard_021,cupboard,Storage,Cupboard 21,thumbnails/cupboard_021.webp,runtime-assets/cupboard_021.glb,522032,1252,4,6,512,PASS
chair_011,chair,Seating,Chair 11,thumbnails/chair_011.webp,runtime-assets/chair_011.glb,528044,768,2,4,512,PASS
chair_046,chair,Seating,Chair 46,thumbnails/chair_046.webp,runtime-assets/chair_046.glb,536544,2236,2,4,512,PASS
cupboard_009,cupboard,Storage,Cupboard 9,thumbnails/cupboard_009.webp,runtime-assets/cupboard_009.glb,553028,822,5,6,512,PASS
cupboard_082,cupboard,Storage,Cupboard 82,thumbnails/cupboard_082.webp,runtime-assets/cupboard_082.glb,553032,822,5,6,512,PASS
lamp_038,lamp,Lighting,Lamp 38,thumbnails/lamp_038.webp,runtime-assets/lamp_038.glb,553548,340,5,6,512,PASS
sofa_036,sofa,Seating,Sofa 36,thumbnails/sofa_036.webp,runtime-assets/sofa_036.glb,555972,1396,2,4,512,PASS
sofa_032,sofa,Seating,Sofa 32,thumbnails/sofa_032.webp,runtime-assets/sofa_032.glb,640372,2253,2,4,512,PASS
prop_093,prop,Decor,Prop 93,thumbnails/prop_093.webp,runtime-assets/prop_093.glb,653392,940,6,7,512,PASS
chair,chair,Seating,Chair,thumbnails/chair.webp,runtime-assets/chair.glb,654096,516,4,6,512,PASS
entertainment_040,entertainment,Storage,Entertainment 40,thumbnails/entertainment_040.webp,runtime-assets/entertainment_040.glb,663776,1836,6,7,512,PASS
sofa_038,sofa,Seating,Sofa 38,thumbnails/sofa_038.webp,runtime-assets/sofa_038.glb,670192,1112,4,6,512,PASS
dresser_004,dresser,Storage,Dresser 4,thumbnails/dresser_004.webp,runtime-assets/dresser_004.glb,862604,184,5,9,512,PASS
